job,arrival,wall
ph-application-1508364558011-13268,839.3,839.3
ph-application-1508364558011-13346,842.6,842.6
ph-application-1508364558011-13460,846.2,846.2
ph-application-1508364558011-13613,848.2,848.2
ph-application-1508364558011-13628,848.3,848.3
ph-application-1508364558011-13900,851.0,851.0
ph-application-1508364558011-13952,851.4,851.4
ph-application-1508364558011-13990,851.8,851.8
ph-application-1508364558011-14119,852.5,852.5
ph-application-1508364558011-14122,852.5,852.5
ph-application-1508364558011-14341,854.1,854.1
ph-application-1508364558011-14498,856.7,856.7
ph-application-1508364558011-14620,858.4,858.4
ph-application-1508364558011-14969,865.4,865.5
ph-application-1508364558011-14972,865.4,865.5
ph-application-1508364558011-14987,865.5,865.5
ph-application-1508364558011-14996,865.5,865.5
ph-application-1508364558011-15015,865.8,865.9
ph-application-1508364558011-15263,866.0,866.0
ph-application-1508364558011-15504,871.4,871.4
ph-application-1508364558011-15538,871.7,871.7
ph-application-1508364558011-15570,872.5,872.5
ph-application-1508364558011-15611,874.0,874.0
ph-application-1508364558011-15820,877.4,877.5
ph-application-1508364558011-15870,878.5,878.5
ph-application-1508364558011-15896,879.0,879.1
ph-application-1508364558011-16113,882.5,882.5
ph-application-1508364558011-16134,882.5,882.5
ph-application-1508364558011-16219,883.5,883.5
ph-application-1508364558011-16304,884.4,884.4
ph-application-1508364558011-16339,884.8,884.8
ph-application-1508364558011-16356,884.8,884.8
ph-application-1508364558011-16517,886.1,886.1
ph-application-1508364558011-16849,892.5,892.5
ph-application-1508364558011-17007,898.0,898.0
ph-application-1508364558011-17014,898.6,898.6
ph-application-1508364558011-17064,900.2,900.2
ph-application-1508364558011-17108,900.3,900.3
ph-application-1508364558011-17267,902.2,902.2
ph-application-1508364558011-17339,903.0,903.0
ph-application-1508364558011-17632,908.0,908.0
ph-application-1508364558011-17655,908.0,908.0
ph-application-1508364558011-17904,912.2,912.2
ph-application-1508364558011-17945,912.5,912.5
ph-application-1508364558011-18258,913.3,913.3
ph-application-1508364558011-18327,913.5,913.5
ph-application-1508364558011-18345,913.6,913.6
ph-application-1508364558011-18419,913.7,913.7
ph-application-1508364558011-18482,914.2,914.2
ph-application-1508364558011-18486,914.2,914.2
ph-application-1508364558011-18540,914.5,914.5
ph-application-1508364558011-18572,914.6,914.6
ph-application-1508364558011-18789,916.0,916.0
ph-application-1508364558011-18922,918.8,918.8
ph-application-1508364558011-19128,922.3,922.3
ph-application-1508364558011-19382,930.7,930.7
ph-application-1508364558011-19441,930.9,930.9
ph-application-1508364558011-19579,933.3,933.3
ph-application-1508364558011-19665,936.9,936.9
ph-application-1508364558011-19797,938.7,938.7
ph-application-1508364558011-20195,941.3,941.3
ph-application-1508364558011-20217,941.3,941.3
ph-application-1508364558011-20330,945.2,945.2
ph-application-1508364558011-20432,947.5,947.5
ph-application-1508364558011-20626,952.5,952.5
ph-application-1508364558011-20627,952.5,952.5
ph-application-1508364558011-20810,957.6,957.6
ph-application-1508364558011-21060,962.4,962.4
ph-application-1508364558011-21125,965.4,965.4
ph-application-1508364558011-21187,966.0,966.0
ph-application-1508364558011-21457,969.2,969.2
ph-application-1508364558011-21507,969.3,969.3
ph-application-1508364558011-21519,969.3,969.3
ph-application-1508364558011-21596,971.3,971.3
ph-application-1508364558011-21771,983.0,983.0
ph-application-1508364558011-21931,989.4,989.4
ph-application-1508364558011-21955,991.4,991.4
ph-application-1508364558011-22036,998.0,998.0
ph-application-1508364558011-22085,1002.6,1002.6
ph-application-1508364558011-22140,1010.6,1010.6
ph-application-1508364558011-22147,1011.1,1011.1
ph-application-1508364558011-22358,1026.1,1026.1
ph-application-1508364558011-22849,1049.0,1049.0
ph-application-1508364558011-22938,1053.7,1053.7
ph-application-1508364558011-22964,1056.1,1056.1
ph-application-1508364558011-22991,1057.4,1057.4
ph-application-1508364558011-23044,1062.8,1062.8
ph-application-1508364558011-23228,1071.6,1071.6
ph-application-1508364558011-23290,1072.8,1072.8
ph-application-1508364558011-23343,1075.2,1075.2
ph-application-1508364558011-23669,1076.1,1076.1
ph-application-1508364558011-23959,1076.4,1076.4
ph-application-1508364558011-24183,1082.2,1082.2
ph-application-1508364558011-24291,1086.1,1086.1
ph-application-1508364558011-24333,1088.3,1088.3
ph-application-1508364558011-24422,1092.9,1092.9
ph-application-1508364558011-24453,1093.4,1093.4
ph-application-1508364558011-24538,1098.7,1098.7
ph-application-1508364558011-24584,1100.4,1100.4
ph-application-1508364558011-24678,1101.4,1101.4
ph-application-1508364558011-24780,1102.1,1102.1
ph-application-1508364558011-24799,1102.1,1102.1
ph-application-1508364558011-24836,1102.2,1102.2
ph-application-1508364558011-24905,1102.5,1102.5
ph-application-1508364558011-24958,1102.6,1102.6
ph-application-1508364558011-25002,1102.7,1102.7
ph-application-1508364558011-25096,1103.0,1103.0
ph-application-1508364558011-25153,1103.2,1103.2
ph-application-1508364558011-25332,1104.0,1104.0
ph-application-1508364558011-25382,1104.5,1104.5
ph-application-1508364558011-25442,1104.7,1104.7
ph-application-1508364558011-25518,1104.9,1104.9
ph-application-1508364558011-25522,1104.9,1104.9
ph-application-1508364558011-25706,1109.0,1109.0
ph-application-1508364558011-25739,1110.2,1110.2
ph-application-1508364558011-25971,1117.2,1117.2
ph-application-1508364558011-26098,1124.0,1124.0
ph-application-1508364558011-26158,1125.8,1125.8
ph-application-1508364558011-26356,1128.9,1128.9
ph-application-1508364558011-26380,1129.0,1129.0
ph-application-1508364558011-26396,1129.0,1129.0
ph-application-1508364558011-26728,1141.2,1141.2
ph-application-1508364558011-26775,1142.6,1142.7
ph-application-1508364558011-26845,1144.4,1144.4
ph-application-1508364558011-26852,1144.8,1144.8
ph-application-1508364558011-27051,1151.5,1151.5
ph-application-1508364558011-27175,1156.2,1156.2
ph-application-1508364558011-27177,1156.3,1156.3
ph-application-1508364558011-27192,1156.8,1156.9
ph-application-1508364558011-27346,1159.7,1159.7
ph-application-1508364558011-27522,1170.6,1170.6
ph-application-1508364558011-27533,1171.6,1171.6
ph-application-1508364558011-27760,1186.4,1186.4
ph-application-1508364558011-27799,1189.8,1189.8
ph-application-1508364558011-27860,1194.5,1194.5
ph-application-1508364558011-27934,1200.0,1200.0
ph-application-1508364558011-28153,1220.4,1220.4
ph-application-1508364558011-28156,1220.8,1220.8
ph-application-1508364558011-28237,1225.4,1225.4
ph-application-1508364558011-28394,1232.6,1232.6
ph-application-1508364558011-28419,1233.7,1233.7
ph-application-1508364558011-28464,1237.0,1237.0
ph-application-1508364558011-28588,1243.6,1243.6
ph-application-1508364558011-28828,1252.1,1252.1
ph-application-1508364558011-28993,1259.2,1259.2
ph-application-1508364558011-29037,1260.6,1260.6
ph-application-1508364558011-29067,1260.7,1260.8
ph-application-1508364558011-29092,1260.8,1260.8
ph-application-1508364558011-29094,1260.8,1260.8
ph-application-1508364558011-29117,1260.9,1260.9
ph-application-1508364558011-29163,1261.4,1261.4
ph-application-1508364558011-29269,1266.8,1266.8
ph-application-1508364558011-29381,1273.0,1273.1
ph-application-1508364558011-29440,1274.5,1274.5
ph-application-1508364558011-29500,1276.3,1276.3
ph-application-1508364558011-29527,1276.4,1276.4
ph-application-1508364558011-29649,1277.2,1277.2
ph-application-1508364558011-29666,1277.6,1277.6
ph-application-1508364558011-29679,1277.9,1278.0
ph-application-1508364558011-29775,1278.7,1278.7
ph-application-1508364558011-29786,1278.7,1278.7
ph-application-1508364558011-29829,1278.8,1278.9
ph-application-1508364558011-29867,1279.0,1279.0
ph-application-1508364558011-29894,1279.0,1279.0
ph-application-1508364558011-29938,1279.2,1279.2
ph-application-1508364558011-30100,1281.5,1281.5
ph-application-1508364558011-30138,1282.3,1282.3
ph-application-1508364558011-30146,1282.4,1282.4
ph-application-1508364558011-30151,1282.4,1282.4
ph-application-1508364558011-30190,1283.7,1283.7
ph-application-1508364558011-30227,1284.7,1284.7
ph-application-1508364558011-30298,1287.3,1287.3
ph-application-1508364558011-30595,1296.8,1296.8
ph-application-1508364558011-30856,1299.4,1299.4
ph-application-1508364558011-30946,1300.8,1300.8
ph-application-1508364558011-31023,1301.0,1301.0
ph-application-1508364558011-31056,1301.1,1301.1
ph-application-1508364558011-31149,1301.2,1301.2
ph-application-1508364558011-31224,1301.3,1301.3
ph-application-1508364558011-31775,1318.4,1318.4
ph-application-1508364558011-31810,1319.8,1319.8
ph-application-1508364558011-32192,1325.3,1325.3
ph-application-1508364558011-32321,1326.9,1326.9
ph-application-1508364558011-32524,1328.9,1328.9
ph-application-1508364558011-32626,1330.7,1330.7
ph-application-1508364558011-32628,1330.7,1330.8
ph-application-1508364558011-32754,1334.8,1334.8
ph-application-1508364558011-32776,1335.3,1335.3
ph-application-1508364558011-32797,1335.8,1335.8
ph-application-1508364558011-32918,1339.3,1339.3
ph-application-1508364558011-32981,1339.5,1339.5
ph-application-1508364558011-33020,1339.5,1339.5
ph-application-1508364558011-33026,1339.5,1339.5
ph-application-1508364558011-33101,1339.5,1339.5
ph-application-1508364558011-33132,1339.5,1339.5
ph-application-1508364558011-33180,1339.5,1339.5
ph-application-1508364558011-33404,1343.6,1343.6
ph-application-1508364558011-33774,1348.4,1348.4
ph-application-1508364558011-33799,1348.5,1348.5
ph-application-1508364558011-33823,1348.5,1348.5
ph-application-1508364558011-34322,1350.1,1350.1
ph-application-1508364558011-34616,1350.3,1350.3
ph-application-1508364558011-34677,1350.3,1350.4
ph-application-1508364558011-35065,1352.3,1352.3
ph-application-1508364558011-35074,1352.3,1352.4
ph-application-1508364558011-35090,1352.4,1352.4
ph-application-1508364558011-35120,1352.4,1352.4
ph-application-1508364558011-35190,1353.2,1353.2
ph-application-1508364558011-35377,1356.0,1356.0
ph-application-1508364558011-35450,1356.0,1356.0
ph-application-1508364558011-35744,1356.1,1356.1
ph-application-1508364558011-35826,1356.1,1356.1
ph-application-1508364558011-35832,1356.4,1356.4
ph-application-1508364558011-36073,1361.5,1361.5
ph-application-1508364558011-36140,1363.2,1363.2
ph-application-1508364558011-36506,1370.8,1370.8
ph-application-1508364558011-36588,1372.9,1372.9
ph-application-1508364558011-36634,1374.8,1374.8
ph-application-1508364558011-36657,1375.6,1375.6
ph-application-1508364558011-36686,1377.1,1377.1
ph-application-1508364558011-36725,1378.8,1378.8
ph-application-1508364558011-36773,1381.7,1381.8
ph-application-1508364558011-36901,1387.5,1387.5
ph-application-1508364558011-36929,1388.8,1388.8
ph-application-1508364558011-37072,1396.1,1396.1
ph-application-1508364558011-37159,1398.5,1398.5
ph-application-1508364558011-37282,1400.5,1400.5
ph-application-1508364558011-37444,1400.8,1400.8
ph-application-1508364558011-37460,1400.8,1400.8
ph-application-1508364558011-37538,1400.9,1400.9
ph-application-1508364558011-37550,1400.9,1400.9
ph-application-1508364558011-37551,1400.9,1401.0
ph-application-1508364558011-37938,1412.8,1412.8
ph-application-1508364558011-37988,1416.0,1416.0
ph-application-1508364558011-38015,1416.8,1416.8
ph-application-1508364558011-38061,1421.7,1421.7
ph-application-1508364558011-38077,1422.9,1422.9
ph-application-1508364558011-38092,1425.2,1425.2
ph-application-1508364558011-38105,1425.8,1425.8
ph-application-1508364558011-38166,1425.9,1425.9
ph-application-1508364558011-38326,1426.0,1426.0
ph-application-1508364558011-38489,1426.0,1426.0
ph-application-1508364558011-38605,1426.0,1426.0
ph-application-1508364558011-38618,1426.0,1426.0
ph-application-1508364558011-38655,1426.0,1426.0
ph-application-1508364558011-39397,1427.6,1427.6
ph-application-1508364558011-39756,1430.0,1430.1
ph-application-1508364558011-39822,1430.2,1430.2
ph-application-1508364558011-39841,1430.2,1430.2
ph-application-1508364558011-39955,1430.4,1430.4
ph-application-1508364558011-40140,1430.7,1430.7
ph-application-1508364558011-40178,1430.8,1430.8
ph-application-1508364558011-40230,1431.6,1431.6
ph-application-1508364558011-40246,1431.7,1431.7
ph-application-1508364558011-40341,1432.6,1432.6
ph-application-1508364558011-40564,1433.4,1433.4
ph-application-1508364558011-40629,1435.8,1435.8
ph-application-1508364558011-40775,1443.2,1443.2
ph-application-1508364558011-41113,1449.6,1449.6
ph-application-1508364558011-41159,1449.8,1449.8
ph-application-1508364558011-41184,1449.8,1449.8
ph-application-1508364558011-41221,1449.8,1449.9
ph-application-1508364558011-41233,1449.8,1449.9
ph-application-1508364558011-41276,1449.9,1449.9
ph-application-1508364558011-41353,1449.9,1449.9
ph-application-1508364558011-41369,1449.9,1449.9
ph-application-1508364558011-41381,1449.9,1449.9
ph-application-1508364558011-41412,1450.8,1450.8
ph-application-1508364558011-41525,1455.2,1455.2
ph-application-1508364558011-41586,1457.3,1457.3
ph-application-1508364558011-41733,1461.6,1461.6
ph-application-1508364558011-41782,1463.1,1463.1
ph-application-1508364558011-41861,1464.3,1464.3
ph-application-1508364558011-41863,1464.3,1464.3
ph-application-1508364558011-41864,1464.3,1464.3
ph-application-1508364558011-42234,1476.9,1476.9
ph-application-1508364558011-42247,1477.1,1477.1
ph-application-1508364558011-42470,1483.7,1483.7
ph-application-1508364558011-42475,1483.8,1483.8
ph-application-1508364558011-42497,1484.8,1484.8
ph-application-1508364558011-42754,1488.7,1488.7
ph-application-1508364558011-42766,1488.7,1488.7
ph-application-1508364558011-42930,1492.0,1492.0
ph-application-1508364558011-43199,1502.7,1502.7
ph-application-1508364558011-43218,1503.2,1503.2
ph-application-1508364558011-43426,1509.3,1509.3
ph-application-1508364558011-43827,1513.1,1513.1
ph-application-1508364558011-43856,1513.1,1513.1
ph-application-1508364558011-43878,1513.1,1513.2
ph-application-1508364558011-43911,1513.2,1513.2
ph-application-1508364558011-43925,1513.2,1513.2
ph-application-1508364558011-43988,1513.4,1513.4
ph-application-1508364558011-44011,1513.8,1513.8
ph-application-1508364558011-44045,1515.5,1515.5
ph-application-1508364558011-44046,1515.5,1515.5
ph-application-1508364558011-44169,1516.7,1516.7
ph-application-1508364558011-44642,1518.1,1518.1
ph-application-1508364558011-44933,1519.2,1519.2
ph-application-1508364558011-44981,1519.3,1519.3
ph-application-1508364558011-45036,1519.4,1519.4
ph-application-1508364558011-45341,1519.9,1520.0
ph-application-1508364558011-45502,1521.5,1521.5
ph-application-1508364558011-45540,1521.6,1521.6
ph-application-1508364558011-45579,1521.8,1521.8
ph-application-1508364558011-45623,1521.9,1521.9
ph-application-1508364558011-46054,1536.2,1536.2
ph-application-1508364558011-46556,1544.8,1544.8
ph-application-1508364558011-46597,1545.8,1545.8
ph-application-1508364558011-46849,1551.2,1551.2
ph-application-1508364558011-46893,1552.7,1552.7
ph-application-1508364558011-46995,1556.0,1556.0
ph-application-1508364558011-47038,1557.4,1557.4
ph-application-1508364558011-47125,1559.5,1559.5
ph-application-1508364558011-47134,1559.7,1559.7
ph-application-1508364558011-47391,1565.5,1565.5
ph-application-1508364558011-47429,1566.0,1566.0
ph-application-1508364558011-47822,1588.9,1588.9
ph-application-1508364558011-47847,1591.0,1591.0
ph-application-1508364558011-48028,1615.8,1615.8
ph-application-1508364558011-48123,1627.4,1627.4
ph-application-1508364558011-48253,1634.2,1634.2
ph-application-1508364558011-48372,1642.0,1642.0
ph-application-1508364558011-48545,1646.2,1646.2
ph-application-1508364558011-48861,1652.8,1652.8
ph-application-1508364558011-48980,1655.4,1655.4
ph-application-1508364558011-49048,1656.7,1656.7
ph-application-1508364558011-49099,1657.2,1657.2
ph-application-1508364558011-49198,1659.8,1659.8
ph-application-1508364558011-49369,1665.0,1665.0
ph-application-1508364558011-49425,1667.0,1667.0
ph-application-1508364558011-49452,1669.8,1669.8
ph-application-1508364558011-49606,1676.7,1676.7
ph-application-1508364558011-49963,1683.3,1683.3
ph-application-1508364558011-50121,1688.4,1688.4
ph-application-1508364558011-50636,1699.5,1699.5
ph-application-1508364558011-50769,1699.8,1699.8
ph-application-1508364558011-50785,1699.8,1699.9
ph-application-1508364558011-50870,1700.1,1700.1
ph-application-1508364558011-50924,1700.2,1700.2
ph-application-1508364558011-50978,1700.3,1700.3
ph-application-1508364558011-51066,1700.5,1700.5
ph-application-1508364558011-51090,1700.5,1700.6
ph-application-1508364558011-51138,1700.6,1700.6
ph-application-1508364558011-51240,1701.4,1701.5
ph-application-1508364558011-51481,1704.3,1704.3
ph-application-1508364558011-51567,1704.5,1704.6
ph-application-1508364558011-51622,1704.7,1704.7
ph-application-1508364558011-51781,1708.7,1708.7
ph-application-1508364558011-51909,1711.5,1711.6
ph-application-1508364558011-51935,1712.1,1712.1
ph-application-1508364558011-51971,1713.5,1713.5
ph-application-1508364558011-52024,1714.8,1714.8
ph-application-1508364558011-52292,1718.5,1718.5
ph-application-1508364558011-52329,1719.1,1719.1
ph-application-1508364558011-52401,1720.8,1720.8
ph-application-1508364558011-52758,1738.6,1738.6
ph-application-1508364558011-52991,1747.8,1747.8
ph-application-1508364558011-53099,1752.7,1752.7
ph-application-1511528684064-0088,1765.0,1765.0
ph-application-1511528684064-0283,1783.0,1783.0
ph-application-1511528684064-0401,1797.3,1797.3
ph-application-1511528684064-0404,1797.4,1797.4
ph-application-1511528684064-0478,1805.5,1805.5
ph-application-1511528684064-0691,1829.0,1829.0
ph-application-1511528684064-0729,1830.6,1830.6
ph-application-1511528684064-0744,1831.5,1831.5
ph-application-1511528684064-1140,1851.3,1851.3
ph-application-1511528684064-1271,1855.9,1855.9
ph-application-1511528684064-1426,1863.0,1863.0
ph-application-1511528684064-1469,1865.7,1865.7
ph-application-1511528684064-1497,1866.8,1866.8
ph-application-1511528684064-1579,1871.5,1871.5
ph-application-1511528684064-1725,1874.8,1874.8
ph-application-1511528684064-1806,1876.0,1876.0
ph-application-1511528684064-2221,1878.4,1878.4
ph-application-1511528684064-2320,1878.9,1878.9
ph-application-1511528684064-2336,1879.0,1879.0
ph-application-1511528684064-2554,1880.9,1880.9
ph-application-1511528684064-2575,1880.9,1880.9
ph-application-1511528684064-2699,1881.3,1881.3
ph-application-1511528684064-2717,1881.9,1881.9
ph-application-1511528684064-2748,1882.1,1882.1
ph-application-1511916184019-0073,1885.9,1885.9
ph-application-1511916184019-0077,1886.0,1886.0
ph-application-1511916184019-0080,1886.1,1886.1
ph-application-1511916184019-0109,1886.9,1886.9
ph-application-1511916184019-0299,1893.6,1893.6
ph-application-1511916184019-0749,1915.7,1915.7
ph-application-1511916184019-0820,1919.2,1919.2
ph-application-1511916184019-0937,1922.7,1922.7
ph-application-1511916184019-1409,1944.5,1944.5
ph-application-1511916184019-1687,1949.9,1949.9
ph-application-1511916184019-1694,1950.0,1950.0
ph-application-1511916184019-2124,1970.0,1970.0
ph-application-1511916184019-2242,1972.4,1972.4
ph-application-1511916184019-2246,1972.7,1972.7
ph-application-1511916184019-2289,1977.5,1977.6
ph-application-1511916184019-2311,1978.8,1978.9
ph-application-1511916184019-2485,1986.9,1986.9
ph-application-1511916184019-3041,2033.1,2033.1
ph-application-1511916184019-3398,2042.9,2043.0
ph-application-1511916184019-3514,2045.5,2045.5
ph-application-1511916184019-3522,2046.1,2046.1
ph-application-1511916184019-3818,2057.9,2057.9
ph-application-1512440382012-0011,2059.3,2059.3
ph-application-1512440382012-0343,2066.9,2066.9
ph-application-1512440382012-0425,2070.3,2070.3
ph-application-1512440382012-0681,2079.2,2079.2
ph-application-1512440382012-0684,2079.2,2079.2
ph-application-1512440382012-1118,2092.7,2092.7
ph-application-1512440382012-1192,2095.0,2095.0
ph-application-1512440382012-1260,2098.0,2098.0
ph-application-1512440382012-1310,2100.6,2100.6
ph-application-1512440382012-1342,2102.0,2102.0
ph-application-1512440382012-1352,2102.6,2102.6
ph-application-1512440382012-1438,2107.2,2107.2
ph-application-1512440382012-1632,2115.7,2115.7
ph-application-1512440382012-1750,2118.9,2118.9
ph-application-1512440382012-1798,2119.2,2119.3
ph-application-1512440382012-1839,2121.0,2121.0
ph-application-1512440382012-1842,2121.0,2121.0
ph-application-1512440382012-1984,2122.7,2122.7
ph-application-1512440382012-2065,2126.4,2126.4
ph-application-1512440382012-2197,2129.2,2129.2
ph-application-1512440382012-2274,2129.8,2129.8
ph-application-1512440382012-2407,2133.6,2133.6
ph-application-1512440382012-2416,2134.1,2134.1
ph-application-1512440382012-2419,2134.3,2134.3
ph-application-1512440382012-2484,2136.5,2136.5
ph-application-1512440382012-2616,2141.2,2141.2
ph-application-1512440382012-2787,2146.3,2146.3
ph-application-1512440382012-2861,2146.5,2146.5
ph-application-1512440382012-2881,2146.5,2146.5
ph-application-1512440382012-2888,2146.6,2146.6
ph-application-1512440382012-2926,2146.6,2146.6
ph-application-1512440382012-2985,2146.8,2146.8
ph-application-1512440382012-3018,2146.8,2146.8
ph-application-1512440382012-3235,2147.8,2147.8
ph-application-1512440382012-3383,2148.1,2148.1
ph-application-1512440382012-3445,2148.2,2148.2
ph-application-1512440382012-3491,2148.4,2148.4
ph-application-1512440382012-3531,2148.6,2148.6
ph-application-1512440382012-3692,2149.6,2149.6
ph-application-1512440382012-3921,2151.5,2151.5
ph-application-1512440382012-4333,2153.0,2153.0
ph-application-1512440382012-4396,2153.2,2153.2
ph-application-1512440382012-4464,2153.4,2153.5
ph-application-1512440382012-4815,2155.9,2155.9
ph-application-1512440382012-4921,2156.2,2156.2
ph-application-1512440382012-4999,2161.1,2161.2
ph-application-1512440382012-5264,2165.6,2165.6
ph-application-1512440382012-5460,2170.4,2170.4
ph-application-1512440382012-5691,2186.6,2186.6
ph-application-1512440382012-5733,2192.2,2192.2
ph-application-1512440382012-5821,2200.9,2201.0
ph-application-1512440382012-6472,2240.0,2240.0
ph-application-1512440382012-6655,2251.1,2251.1
ph-application-1512440382012-6734,2253.6,2253.6
ph-application-1513025660013-0001,2253.9,2253.9
ph-application-1513025660013-0431,2266.4,2266.4
ph-application-1513025660013-0722,2278.0,2278.0
ph-application-1513025660013-0739,2278.6,2278.6
ph-application-1513025660013-0785,2280.4,2280.4
ph-application-1513025660013-0831,2281.6,2281.6
ph-application-1513025660013-0833,2281.6,2281.6
ph-application-1513025660013-0924,2285.4,2285.4
ph-application-1513025660013-1012,2289.7,2289.7
ph-application-1513025660013-2514,2351.8,2351.8
ph-application-1513025660013-2534,2352.2,2352.2
ph-application-1513390397011-0007,2375.4,2375.4
ph-application-1513627406021-0065,2458.4,2458.4
ph-application-1513627406021-0155,2462.0,2462.0
ph-application-1513627406021-0199,2462.8,2462.8
ph-application-1513627406021-0217,2463.3,2463.3
ph-application-1513627406021-0336,2464.3,2464.4
ph-application-1513627406021-0497,2469.4,2469.4
ph-application-1513627406021-0584,2473.4,2473.4
ph-application-1513627406021-0765,2483.4,2483.4
ph-application-1513627406021-1120,2497.8,2497.8
ph-application-1513627406021-1177,2500.2,2500.2
ph-application-1513627406021-1362,2511.2,2511.2
ph-application-1513627406021-1554,2518.1,2518.1
ph-application-1513627406021-1779,2525.1,2525.1
ph-application-1513627406021-1867,2526.6,2526.6
ph-application-1513627406021-1894,2527.5,2527.5
ph-application-1513627406021-1968,2529.8,2529.8
ph-application-1513627406021-2126,2539.7,2539.7
ph-application-1513627406021-2281,2543.5,2543.5
ph-application-1513627406021-2434,2546.1,2546.1
ph-application-1513627406021-2641,2552.7,2552.7
